"","FAULT_TYPE","rules","support","confidence","lift","itemset","improvement","rel_improvement","FAULT_COUNT","MODEL","AGE","DEALERSHIP","CUSTOMER_TYPE","USER_CUSTOMISED","COUNTRY","GEO_TYPE","COMPRESSED","OBJECT_COUNT","FAULT_RATE","AGGREGATION_LEVEL","MIN_RANK","MAX_RANK","SIMPLE_COMBI","AVG_FAULT_RATE","PS_RATIO","LIFT","CHI_SQUARE","BINOMIAL_TEST","ZHANG","row_num","SET_SIZE","min_imp_psr","min_imp_chi","min_imp_bin","min_improvement","min_improvement_adj","max_improvement","LIST_ID","classification","rules_attributes","count_neg","COMBI","suppressed","min_imp_zhang","min_imp_lift"
"7","AirConditioning","{AGE=InWarranty,MODEL=Opal,USER_CUSTOMISED=N}=>{FAULT_TYPE=AirConditioning}",1.494222e-05,0.001668216,24.91577,5524,0.0009985952,0.5986005,366,"Opal","InWarranty","*","*","N","*","*",FALSE,219396,0.001668216,4,146366.5,165327.5,155847,0.066446963,2.39339853400421e-08,25.105978131762,2.31883652185866e-08,92.0430726483126,0.968540004932683,1,3,0,0,0,0,0,0,371,1,";10;11;14;1",0,0,FALSE,0,0
"12","BreakFluid","{AGE=InWarranty,USER_CUSTOMISED=Y}=>{FAULT_TYPE=BreakFluid}",3.400785e-05,0.01169517,63.05646,1283,0.008372541,0.7158975,833,"*","InWarranty","*","*","Y","*","*",FALSE,71226,0.01169517,5,157587,165735,161661,0.182130167,3.91533731684689e-07,64.2132502958722,3.86560441616521e-07,227.697307256959,0.987011279435921,2,2,2.2190782612461e-07,2.23583256675672e-07,80.84323059027,0.715897588491659,2.31985925419455,0.829965789295923,1000,1,";11;14;1",0,0,FALSE,0,0
"13","BreakFluid","{AGE=InWarranty,MODEL=Ultima}=>{FAULT_TYPE=BreakFluid}",4.372437e-05,0.006393228,34.47016,1315,0.004404649,0.6889553,1071,"Ultima","InWarranty","*","*","*","*","*",FALSE,167521,0.006393228,5,151371,165719,158545,0.182130167,2.7157633975629e-07,35.1025209349311,2.65656562069417e-07,188.387294101473,0.97767589147571,3,2,1.57338177490296e-07,1.58472710155208e-07,70.238713672437,0.688955407190233,2.01497392937508,0.688955407190233,1024,1,";10;11;1",0,0,FALSE,0,0
"17","BreakPad","{AGE=InWarranty,DEALERSHIP=VWDealer}=>{FAULT_TYPE=BreakPad}",5.891155e-05,0.004516361,16.83282,1548,0.002630484,0.5824345,1443,"*","InWarranty","VWDealer","*","*","*","*",FALSE,319505,0.004516361,5,138446,165665,152055.5,0.266306969,2.50377270549958e-07,16.9592294822746,2.38727756748826e-07,147.231199536505,0.953023531564042,5,2,0,0,0,0,0,0,1293,1,";11;12;1",0,0,FALSE,0,0
"39","EngineControl","{AGE=InWarranty,DEALERSHIP=VWFranchise,USER_CUSTOMISED=Y}=>{FAULT_TYPE=EngineControl}",1.032891e-05,0.01035188,197.9411,5072,0.00594338,0.5741352,253,"*","InWarranty","VWFranchise","*","Y","*","*",FALSE,24440,0.01035188,4,162966,165734,164350,0.051751962,1.06389095492979e-07,200.028744803917,1.05962971699251e-07,223.841729433281,0.995941725132427,7,3,5.05386840465664e-08,5.06072036425678e-08,62.208798013238,0.574135036341225,1.14816877014787,0.574135036341225,2072,1,";11;12;14;1",0,0,FALSE,0,0
"40","EngineControl","{AGE=InWarranty,USER_CUSTOMISED=Y}=>{FAULT_TYPE=EngineControl}",1.281928e-05,0.004408503,84.29617,1027,0.00316032,0.7168693,314,"*","InWarranty","*","*","Y","*","*",FALSE,71226,0.004408503,5,159666,165680,162673,0.051751962,5.58504114464126e-08,85.1852341366304,5.53557680566832e-08,161.632931420043,0.99101880341618,8,2,0,0,0,0,0,0,2280,1,";11;14;1",0,0,FALSE,0,0
"41","EngineControl","{AGE=InWarranty,MODEL=Hopper,CUSTOMER_TYPE=Other}=>{FAULT_TYPE=EngineControl}",1.22069e-05,0.00534989,102.2967,5119,0.004244271,0.7933381,299,"Hopper","InWarranty","*","Other","*","*","*",FALSE,55889,0.00534989,4,160686.5,165706.5,163196.5,0.051751962,6.46738412160622e-08,103.375597624685,6.41946858473232e-08,174.114230261495,0.992489085451029,9,3,0,0,0,0,0,0,2289,1,";10;11;13;1",0,0,FALSE,0,0
"43","Exhaust","{AGE=InWarranty,USER_CUSTOMISED=N}=>{FAULT_TYPE=Exhaust}",3.817207e-05,0.001683053,11.00221,1241,0.0004814325,0.2860471,935,"*","InWarranty","*","*","N","*","*",FALSE,555538,0.001683053,5,127244,165389,146316.5,0.150783493,5.84898988800695e-08,11.1620507425173,5.44855763530493e-08,93.0139074650188,0.93020649493484,10,2,0,0,0,0,0,0,2633,1,";11;14;1",0,0,FALSE,0,0
"63","Gearbox","{CUSTOMER_TYPE=Other}=>{FAULT_TYPE=Gearbox}",0.0008716297,0.002519398,2.890445,239,Inf,Inf,21350,"*","*","*","Other","*","*","*",FALSE,8474247,0.002519398,6,83845,165729,124787,0.852589609,1.45283969780481e-06,2.95499496288137,1.46962743846171e-06,166.246088565521,1,11,1,0,0,0,0,0,0,3351,1,";13;1",0,0,FALSE,0,0
"64","Gearbox","{AGE=InWarranty,CUSTOMER_TYPE=Other}=>{FAULT_TYPE=Gearbox}",0.0001574649,0.01235446,14.17398,1998,0.00983506,0.7960738,3857,"*","InWarranty","*","Other","*","*","*",FALSE,312195,0.01235446,5,134286,165735,150010.5,0.852589609,1.81114087093178e-06,14.490512046576,1.70792161742639e-06,220.18951752979,0.941447471532902,12,2,3.5830117312697e-07,2.3829417896468e-07,53.943428964269,0.796073806544357,3.70373505558733,0.796073806544357,3466,1,";11;13;1",0,0,FALSE,0,0
"76","SparkPlugs","{AGE=InWarranty}=>{FAULT_TYPE=SparkPlugs}",6.740331e-05,0.002119525,7.463541,212,Inf,Inf,1651,"*","InWarranty","*","*","*","*","*",FALSE,778948,0.002119525,6,115712,165428,140570,0.277887269,1.2413247889029e-07,7.62728356584051,1.11400320141419e-07,97.5179275045139,0.89446017638559,13,1,0,0,0,0,0,0,4487,1,";11;1",0,0,FALSE,0,0
"81","SparkPlugs","{AGE=InWarranty,CUSTOMER_TYPE=Other}=>{FAULT_TYPE=SparkPlugs}",4.188722e-05,0.003286408,11.57251,1766,0.001166882,0.3550632,1026,"*","InWarranty","*","Other","*","*","*",FALSE,312195,0.003286408,5,128837,165451,147144,0.277887269,1.26018569733958e-07,11.8264072039947,1.16852232337971e-07,100.853739452113,0.92538290325849,15,2,1.88609084366801e-09,5.45191219655201e-09,3.3358119475991,0.355063339670546,0.350540259636783,0.355063339670546,4697,1,";11;13;1",0,0,FALSE,0,0
"85","SparkPlugs","{AGE=InWarranty,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Other}=>{FAULT_TYPE=SparkPlugs}",3.225234e-05,0.004220559,14.86197,7319,7.563646e-05,0.01792096,790,"*","InWarranty","VWFranchise","Other","*","*","*",FALSE,187179,0.004220559,4,135571,165464,150517.5,0.277887269,1.27160389176601e-07,15.1880257601869,1.19702714235303e-07,102.339951273589,0.93989657693255,17,3,1.14181944264301e-09,2.85048189733199e-09,1.48621182147599,0.22133347739008,0.0842476356548088,0.497809413397609,4755,1,";11;12;13;1",0,0,FALSE,0,0
"98","SparkPlugs","{AGE=InWarranty,CUSTOMER_TYPE=Other,COUNTRY=Germany}=>{FAULT_TYPE=SparkPlugs}",5.797256e-06,0.004591754,16.16907,7184,0.001305347,0.2842806,142,"*","InWarranty","*","Other","*","Germany","*",FALSE,30925,0.004591754,4,137544,163202,150373,0.277887269,2.50085897894901e-08,16.5238012397034,2.35248005325962e-08,45.5142723468989,0.939339455564301,18,3,-1.01009979944468e-07,-9.33274318053748e-08,-55.3394671052141,0.284280473213504,0.197196252441563,0.53840623866174,5016,1,";11;13;15;1",0,0,FALSE,0,0
"128","TurboCharger","{AGE=InWarranty,CUSTOMER_TYPE=Private}=>{FAULT_TYPE=TurboCharger}",0.000150647,0.009612053,6.690565,2076,0.00400449,0.4166113,3690,"*","InWarranty","*","Private","*","*","*",FALSE,383893,0.009612053,5,112072,165723,138897.5,1.405209514,1.23633635063544e-06,6.84029883390044,1.07240074481636e-06,135.742567309709,0.864078239013929,19,2,5.47072302873501e-08,7.090315254413e-08,36.7319825925635,0.416611310819863,0.514123491427122,0.754091035494706,5866,1,";11;13;1",0,0,FALSE,0,0
"129","TurboCharger","{CUSTOMER_TYPE=Private}=>{FAULT_TYPE=TurboCharger}",0.001232815,0.00236369,1.64527,266,Inf,Inf,30197,"*","*","*","Private","*","*","*",FALSE,12775364,0.00236369,6,58538,165721,112129.5,1.405209514,1.18162912034809e-06,1.68209080315122,1.00149759227223e-06,91.4544259551833,0.819747570964874,20,1,0,0,0,0,0,0,6145,1,";13;1",0,0,FALSE,0,0
"130","TurboCharger","{AGE=InWarranty,MODEL=Ultima,COUNTRY=Austria}=>{FAULT_TYPE=TurboCharger}",4.694961e-06,0.007458331,5.191445,8439,0.0008502039,0.1139939,115,"Ultima","InWarranty","*","*","*","Austria","*",FALSE,15419,0.007458331,4,102689,161968,132328.5,1.405209514,2.8419169305032e-08,5.30762916539718,2.30792979606212e-08,20.0651451479067,0.807883948185966,21,3,-7.20973500557542e-07,-5.56967711895682e-07,-78.9454395692388,0.248147742437283,0.13004888486769,0.248147742437283,6390,1,";10;11;15;1",0,0,FALSE,0,0
"136","TurboCharger","{DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N}=>{FAULT_TYPE=TurboCharger}",4.368355e-06,0.00297437,2.07034,9188,1.044938e-05,0.00351314,107,"*","*","VWFranchise","Corporate","N","*","*",FALSE,35974,0.00297437,4,68623,153370,110996.5,1.405209514,6.85465005482053e-09,2.11667368486092,3.62156173794773e-09,7.94504826294952,0.517747916956586,24,3,0,0,0,0,0,0,6652,1,";12;13;14;1",0,0,FALSE,0,0
"246","BreakFluid","{USER_CUSTOMISED=Y}=>{FAULT_TYPE=BreakFluid}",5.401246e-05,0.003322626,17.9145,153,Inf,Inf,1323,"*","*","*","*","Y","*","*",FALSE,398179,0.003322626,6,140188,165664,152926,0.182130167,1.69625905560079e-07,18.243139259846,1.62977184940849e-07,146.854076666689,0.959781444463405,32,1,0,0,0,0,0,0,445,1,";14;1",0,0,FALSE,0,0
"247","BreakFluid","{MODEL=Hopper,CUSTOMER_TYPE=Other}=>{FAULT_TYPE=BreakFluid}",5.07464e-05,0.001985959,10.70763,1300,0.001838336,0.9256663,1243,"Hopper","*","*","Other","*","*","*",FALSE,625894,0.001985959,5,126566.5,165492.5,146029.5,0.182130167,9.15378194909512e-08,10.9040640148318,8.53232060137484e-08,105.753397445433,0.930382343371969,33,2,0,0,0,0,0,0,446,1,";10;13;1",0,0,FALSE,0,0
"248","BreakFluid","{AGE=InWarranty}=>{FAULT_TYPE=BreakFluid}",6.323908e-05,0.001988579,10.72176,155,Inf,Inf,1549,"*","InWarranty","*","*","*","*","*",FALSE,778948,0.001988579,6,126617,165546,146081.5,0.182130167,1.14238162265994e-07,10.918449330802,1.07183851914209e-07,118.148580429036,0.936513924356816,34,1,0,0,0,0,0,0,448,1,";11;1",0,0,FALSE,0,0
"350","BreakFluid","{AGE=InWarranty,MODEL=Hopper,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Other}=>{FAULT_TYPE=BreakFluid}",1.457479e-05,0.0140601,75.80739,17225,0.005704252,0.4057049,357,"Hopper","InWarranty","VWFranchise","Other","*","*","*",FALSE,25391,0.0140601,3,158966.5,165694.5,162330.5,0.182130167,2.0226849594231e-07,77.1980843788498,1.99855564062298e-07,163.875659176311,0.987832665593172,35,4,4.6431497751109e-08,4.7066657849826e-08,20.679483156336,0.405704938087211,0.48267186219423,0.858752142587891,635,1,";10;11;12;13;1",0,0,FALSE,0,0
"387","BreakFluid","{AGE=InWarranty,MODEL=Ultima,GEO_TYPE=NormalRural}=>{FAULT_TYPE=BreakFluid}",4.735787e-06,0.008409453,45.34098,5963,0.002016225,0.239757,116,"Ultima","InWarranty","*","*","*","*","NormalRural",FALSE,13794,0.008409453,4,154644,164939,159791.5,0.182130167,3.89628485173246e-08,46.1727628021117,3.81404730821225e-08,71.6064691464147,0.978495933156198,37,3,-2.32613491238965e-07,-2.27516088987294e-07,-116.780824955058,0.239756973491617,0.115370426313388,0.763530517383235,697,1,";10;11;16;1",0,0,FALSE,0,0
"572","BreakFluid","{AGE=InWarranty,MODEL=Hopper,CUSTOMER_TYPE=Other}=>{FAULT_TYPE=BreakFluid}",1.906562e-05,0.008355848,45.05196,5906,0.006367269,0.7620135,467,"Hopper","InWarranty","*","Other","*","*","*",FALSE,55889,0.008355848,4,154552.5,165658.5,160105.5,0.182130167,1.55836998191201e-07,45.8784403354772,1.52788906212472e-07,143.196176019975,0.980039569432672,40,3,4.1598835925207e-08,4.5605054298263e-08,25.047595590939,0.762013502399757,3.00192013765517,0.762327055255194,1010,1,";10;11;13;1",0,0,FALSE,0,0
"575","BreakFluid","{MODEL=Hopper,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Other}=>{FAULT_TYPE=BreakFluid}",3.384454e-05,0.002578546,13.90266,5922,0.0005925868,0.2298143,829,"Hopper","*","VWFranchise","Other","*","*","*",FALSE,321499,0.002578546,4,133651.5,165449.5,149550.5,0.182130167,8.11055915166018e-08,14.1577095243096,7.63793865227267e-08,100.693306753997,0.940414684129214,41,3,-1.04322279743494e-08,-8.9438194910217e-09,-5.06009069143599,0.229814399277733,0.0983887501987784,0.229814399277733,1020,1,";10;12;13;1",0,0,FALSE,0,0
"576","BreakFluid","{AGE=InWarranty,USER_CUSTOMISED=Unknown}=>{FAULT_TYPE=BreakFluid}",2.878215e-05,0.00463255,24.97717,1321,0.002643971,0.5707376,705,"*","InWarranty","*","*","Unknown","*","*",FALSE,152184,0.00463255,5,146607,165620,156113.5,0.182130167,1.28092651196381e-07,25.4353799609704,1.23825985571818e-07,128.657198236696,0.965965000116736,42,2,1.3854488930387e-08,1.6642133657609e-08,10.50861780766,0.570737714649599,1.12957865362013,0.570737714649599,1029,1,";11;14;1",0,0,FALSE,0,0
"604","BreakFluid","{AGE=InWarranty,MODEL=Ultima,DEALERSHIP=Re-Import}=>{FAULT_TYPE=BreakFluid}",8.124324e-06,0.008670646,46.74924,5993,0.002277418,0.2626584,199,"Ultima","InWarranty","Re-Import","*","*","*","*",FALSE,22951,0.008670646,4,155019,165411,160215,0.182130167,6.89634529064219e-08,47.6068635021896,6.7578164888174e-08,95.2974279455346,0.97952708519327,43,3,-2.02612886849868e-07,-1.98078397181243e-07,-93.0898661559384,0.262658399385698,0.156225110650178,0.770653882075223,1222,1,";10;11;12;1",0,0,FALSE,0,0
"609","BreakFluid","{AGE=InWarranty,USER_CUSTOMISED=Unknown,COUNTRY=Switzerland}=>{FAULT_TYPE=BreakFluid}",4.082575e-06,0.00583703,31.47133,6021,0.00120448,0.2063515,100,"*","InWarranty","*","*","Unknown","Switzerland","*",FALSE,17132,0.00583703,4,150059,164095,157077,0.182130167,2.308655268571e-08,32.0486720906592,2.23818456397709e-08,54.8501171086518,0.968902716898588,44,3,-1.05006098510671e-07,-1.01444139932047e-07,-73.8070811280442,0.206351517809571,0.0600053255801982,0.659316638770059,1239,1,";11;14;15;1",0,0,FALSE,0,0
"697","BreakPad","{AGE=InWarranty,USER_CUSTOMISED=N,GEO_TYPE=SuperRural}=>{FAULT_TYPE=BreakPad}",5.062393e-06,0.006712863,25.01935,6525,8.043863e-05,0.01198276,124,"*","InWarranty","*","*","N","*","SuperRural",FALSE,18472,0.006712863,4,146424,164003,155213.5,0.266306969,3.26350001254422e-08,25.207237441841,3.1363983508443e-08,53.697156855659,0.960755480212435,46,3,0,0,0,0,0,0,1711,1,";11;14;16;1",0,0,FALSE,0,0
"737","EngineControl","{AGE=InWarranty,MODEL=Hopper,CUSTOMER_TYPE=Other,USER_CUSTOMISED=Y,GEO_TYPE=Suburban}=>{FAULT_TYPE=EngineControl}",6.409642e-06,0.009972053,190.6783,33089,0.0002244392,0.02250682,157,"Hopper","InWarranty","*","Other","Y","*","Suburban",FALSE,15744,0.009972053,2,162848,165704,164276,0.051751962,6.35855781858084e-08,192.689370888006,6.32962753448577e-08,173.033511091487,0.995395366240271,47,5,-1.0882630302538e-09,-8.98410502465494e-10,-1.08071917000802,0.463511676081144,0.663980135144544,0.557914202822628,1876,1,";10;11;13;14;16;1",0,0,FALSE,0,0
"853","EngineControl","{MODEL=Hopper,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Other,USER_CUSTOMISED=Y}=>{FAULT_TYPE=EngineControl}",1.641195e-05,0.002144332,41.00234,15629,9.698406e-06,0.004522811,402,"Hopper","*","VWFranchise","Other","Y","*","*",FALSE,187471,0.002144332,3,153467,165610,159538.5,0.051751962,3.43433189546541e-08,41.4347962305275,3.37729585261807e-08,125.949646973852,0.983135721926111,48,4,0,0,0,0,0,0,2062,1,";10;12;13;14;1",0,0,FALSE,0,0
"864","EngineControl","{DEALERSHIP=VWFranchise,USER_CUSTOMISED=Y,GEO_TYPE=Suburban}=>{FAULT_TYPE=EngineControl}",1.09413e-05,0.002130484,40.73756,5115,9.836114e-06,0.004616844,268,"*","*","VWFranchise","*","Y","*","Suburban",FALSE,125793,0.002130484,4,153409,165468,159438.5,0.051751962,2.27440308473694e-08,41.1672121725549,2.2306104594733e-08,102.488367470343,0.980488019707144,49,3,0,0,0,0,0,0,2091,1,";12;14;16;1",0,0,FALSE,0,0
"1529","SparkPlugs","{AGE=InWarranty,MODEL=Eleganz,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,COUNTRY=Holland}=>{FAULT_TYPE=SparkPlugs}",4.205052e-06,0.004337938,15.2753,37729,0.0005561103,0.1281969,103,"Eleganz","InWarranty","*","Other","N","Holland","*",FALSE,23744,0.004337938,2,135907.5,161840.5,148874,0.277887269,1.7072724446493e-08,15.6104236642809,1.5994553933258e-08,37.5348277759164,0.935441603155024,54,5,-1.08945845287465e-07,-1.00857678404713e-07,-63.3189116761966,0.242403187874054,0.119964161173236,0.511398042111252,4465,1,";10;11;13;14;15;1",0,0,FALSE,0,0
"1620","SparkPlugs","{AGE=InWarranty,MODEL=Eleganz,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,COUNTRY=Belgium}=>{FAULT_TYPE=SparkPlugs}",4.939915e-06,0.004383264,15.4349,37760,0.0006061682,0.1382915,121,"Eleganz","InWarranty","*","Other","N","Belgium","*",FALSE,27605,0.004383264,2,136248.5,162513.5,149381,0.277887269,2.02802120941179e-08,15.7735329717462,1.90159331489807e-08,40.9235139297871,0.936266939301144,56,5,-1.0573835763984e-07,-9.78362991889903e-08,-59.9302255223259,0.250237266110369,0.133756127671913,0.51645052636574,4609,1,";10;11;13;14;15;1",0,0,FALSE,0,0
"1641","SparkPlugs","{AGE=InWarranty,DEALERSHIP=VWFranchise,USER_CUSTOMISED=N,GEO_TYPE=Suburban}=>{FAULT_TYPE=SparkPlugs}",1.620782e-05,0.004404846,15.5109,19482,2.9363e-05,0.006666067,397,"*","InWarranty","VWFranchise","*","N","*","Suburban",FALSE,90128,0.004404846,3,136727,165052,150889.5,0.277887269,6.68890042594764e-08,15.8511975588202,6.29006411545055e-08,74.3337458512766,0.938984248841933,59,4,-5.72434746308136e-08,-4.84996789869135e-08,-23.1841816532373,0.387093669108977,0.431571998365186,0.51881972718229,4647,1,";11;12;14;16;1",0,0,FALSE,0,0
"1662","SparkPlugs","{AGE=InWarranty,COUNTRY=Germany}=>{FAULT_TYPE=SparkPlugs}",8.410104e-06,0.002808989,9.891367,1749,0.0006894635,0.245449,206,"*","InWarranty","*","*","*","Germany","*",FALSE,73336,0.002808989,5,124309,162549,143429,0.277887269,2.128682879229e-08,10.1083759976064,1.92385696862351e-08,41.1238944227118,0.901601121329544,60,2,-1.02845650098e-07,-9.21617504551839e-08,-56.3940330818021,0.24544916338227,0.125292091966934,0.24544916338227,4689,1,";11;15;1",0,0,FALSE,0,0
"1663","SparkPlugs","{AGE=InWarranty,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=SparkPlugs}",1.657525e-05,0.002859215,10.06823,1763,0.00073969,0.2587039,406,"*","InWarranty","*","*","*","*","NormalUrban",FALSE,141997,0.002859215,5,124838,164297,144567.5,0.277887269,4.27861524732578e-08,10.2891183546807,3.88530025080635e-08,58.359123027309,0.905929473148869,61,2,-8.13463264170322e-08,-7.25473176333555e-08,-39.1588044772049,0.258703875014646,0.148988916913963,0.258703875014646,4694,1,";11;16;1",0,0,FALSE,0,0
"1680","SparkPlugs","{AGE=InWarranty,DEALERSHIP=VWFranchise,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=SparkPlugs}",9.267444e-06,0.005278947,18.5889,7311,0.001134025,0.2148202,227,"*","InWarranty","VWFranchise","*","*","*","NormalUrban",FALSE,43001,0.005278947,4,141040,164488,152764,0.277887269,4.63470409976976e-08,18.9967212927628,4.39845210655771e-08,62.2196186319017,0.947868469777961,63,3,-7.77854378925924e-08,-6.74157990758419e-08,-35.2983088726122,0.458373990115832,0.646295026884243,0.598494737681587,4752,1,";11;12;16;1",0,0,FALSE,0,0
"1681","SparkPlugs","{AGE=InWarranty,CUSTOMER_TYPE=Other,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=SparkPlugs}",1.22069e-05,0.00439777,15.48598,7312,0.001111363,0.2527105,299,"*","InWarranty","*","Other","*","*","NormalUrban",FALSE,67989,0.00439777,4,136683,164617,150650,0.277887269,5.02909965090439e-08,15.8257339957521,4.72443245529345e-08,64.4510811075791,0.938029168703731,64,3,-7.57275732249141e-08,-6.96079077850365e-08,-36.4026583445339,0.252710350927856,0.138170068148235,0.518045509428642,4753,1,";11;13;16;1",0,0,FALSE,0,0
